CVE ID,Severity,Score,Image+Version,Distro,Package Name,Title,URL,Installed Version,Fixed Version,Description,Published Date,PURL
CVE-2026-23079,unknown,,20260410,noble,linux-headers-6.17.0-20-generic,,https://ubuntu.com/security/CVE-2026-23079,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-headers-6.17.0-20-generic@6.17.0-20.20~24.04.1?distro=noble
CVE-2026-23111,high,,20260410,noble,linux-headers-6.17.0-20-generic,,https://ubuntu.com/security/CVE-2026-23111,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-headers-6.17.0-20-generic@6.17.0-20.20~24.04.1?distro=noble
CVE-2026-23112,high,,20260410,noble,linux-headers-6.17.0-20-generic,,https://ubuntu.com/security/CVE-2026-23112,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-headers-6.17.0-20-generic@6.17.0-20.20~24.04.1?distro=noble
CVE-2026-23231,high,,20260410,noble,linux-headers-6.17.0-20-generic,,https://ubuntu.com/security/CVE-2026-23231,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-headers-6.17.0-20-generic@6.17.0-20.20~24.04.1?distro=noble
CVE-2026-23079,unknown,,20260410,noble,linux-hwe-6.17-headers-6.17.0-20,,https://ubuntu.com/security/CVE-2026-23079,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-hwe-6.17-headers-6.17.0-20@6.17.0-20.20~24.04.1?distro=noble
CVE-2026-23111,high,,20260410,noble,linux-hwe-6.17-headers-6.17.0-20,,https://ubuntu.com/security/CVE-2026-23111,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-hwe-6.17-headers-6.17.0-20@6.17.0-20.20~24.04.1?distro=noble
CVE-2026-23112,high,,20260410,noble,linux-hwe-6.17-headers-6.17.0-20,,https://ubuntu.com/security/CVE-2026-23112,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-hwe-6.17-headers-6.17.0-20@6.17.0-20.20~24.04.1?distro=noble
CVE-2026-23231,high,,20260410,noble,linux-hwe-6.17-headers-6.17.0-20,,https://ubuntu.com/security/CVE-2026-23231,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-hwe-6.17-headers-6.17.0-20@6.17.0-20.20~24.04.1?distro=noble
CVE-2026-23079,unknown,,20260410,noble,linux-hwe-6.17-tools-6.17.0-20,,https://ubuntu.com/security/CVE-2026-23079,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-hwe-6.17-tools-6.17.0-20@6.17.0-20.20~24.04.1?distro=noble
CVE-2026-23111,high,,20260410,noble,linux-hwe-6.17-tools-6.17.0-20,,https://ubuntu.com/security/CVE-2026-23111,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-hwe-6.17-tools-6.17.0-20@6.17.0-20.20~24.04.1?distro=noble
CVE-2026-23112,high,,20260410,noble,linux-hwe-6.17-tools-6.17.0-20,,https://ubuntu.com/security/CVE-2026-23112,6.17.0-20.20~24.04.1,pending,,,pkg:deb/ubuntu/linux-hwe-6.17-tools-6.17.0-20@6.17.0-20.20~24.04.1?distro=noble
